Ano;Cód Area;Área;Cód. IES;Nome da IES;Cod. Município;Nome do Município;UF do Curso;Inscritos;Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Nota Bruta - Geral;Nota Padronizada - Geral;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);144;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA;2609600;OLINDA;PE;13;12;"40,9";"0,2";"40,2";"2,1";"40,4";"1,6";"1,632";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);150;UNIVERSIDADE DE SOROCABA;3552205;SOROCABA;SP;52;48;"53,8";"2,1";"44,6";"2,6";"46,9";"2,4";"2,491";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);159;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU;2604106;CARUARU;PE;18;16;"50,1";"1,6";"41,6";"2,3";"43,7";2;"2,092";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);160;FACULDADE FRASSINETTI DO RECIFE;2611606;RECIFE;PE;37;31;"57,7";"2,7";"43,5";"2,5";47;"2,5";"2,54";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3303302;NITEROI;RJ;11;10;"45,1";"0,8";"38,6";"1,9";"40,2";"1,5";"1,645";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3303906;PETROPOLIS;RJ;7;6;"43,5";"0,6";"43,6";"2,5";"43,6";2;"2,022";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3304557;RIO DE JANEIRO;RJ;65;54;"61,3";"3,2";"42,8";"2,4";"47,4";"2,5";"2,611";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);165;UNIVERSIDADE VEIGA DE ALMEIDA;3304557;RIO DE JANEIRO;RJ;65;47;"61,8";"3,3";"51,3";"3,4";54;"3,4";"3,376";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);176;UNIVERSIDADE CASTELO BRANCO;3304557;RIO DE JANEIRO;RJ;53;26;"52,1";"1,9";"34,5";"1,4";"38,9";"1,4";"1,551";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);192;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES;3304557;RIO DE JANEIRO;RJ;14;13;"54,1";"2,2";"38,6";"1,9";"42,4";"1,8";"1,975";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);203;UNIVERSIDADE SÃO JUDAS TADEU;3550308;SAO PAULO;SP;12;12;"63,7";"3,6";"54,2";"3,7";"56,6";"3,7";"3,7";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);206;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO;3550308;SAO PAULO;SP;50;38;"50,6";"1,7";"33,6";"1,3";"37,9";"1,2";"1,419";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);207;CENTRO UNIVERSITÁRIO MOURA LACERDA;3543402;RIBEIRAO PRETO;SP;13;12;"58,7";"2,9";"35,6";"1,6";"41,4";"1,7";"1,891";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);218;"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS";3301702;DUQUE DE CAXIAS;RJ;3;3;"52,3";"1,9";"25,4";"0,4";"32,1";"0,5";"0,761";1;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);221;UNIVERSIDADE CRUZEIRO DO SUL;3550308;SAO PAULO;SP;81;71;"55,2";"2,3";"38,1";"1,9";"42,4";"1,8";"1,979";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;3557105;VOTUPORANGA;SP;9;5;"65,7";"3,9";"41,8";"2,3";"47,8";"2,5";"2,688";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);225;INSTITUTO DE ENSINO SUPERIOR SANTO ANDRÉ;3547809;SANTO ANDRE;SP;1;1;;;;;;;;SC;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);227;UNIVERSIDADE CATÓLICA DE SANTOS;3548500;SANTOS;SP;23;21;"67,1";"4,1";"52,2";"3,5";"55,9";"3,6";"3,646";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);231;FACULDADE DE SÃO BERNARDO DO CAMPO - FASB;3548708;SAO BERNARDO DO CAMPO;SP;16;14;"63,4";"3,6";"52,6";"3,5";"55,3";"3,6";"3,544";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);234;FACULDADES OSWALDO CRUZ;3550308;SAO PAULO;SP;12;10;"62,9";"3,5";"45,7";"2,7";"50,1";"2,9";"2,93";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);271;UNIVERSIDADE DO OESTE PAULISTA;3541406;PRESIDENTE PRUDENTE;SP;36;33;"64,5";"3,7";"46,3";"2,8";"50,9";3;"3,039";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);278;FACULDADES INTEGRADAS SIMONSEN;3304557;RIO DE JANEIRO;RJ;53;32;"50,8";"1,7";36;"1,6";"39,7";"1,5";"1,627";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);295;UNIVERSIDADE DE SANTA CRUZ DO SUL;4316808;SANTA CRUZ DO SUL;RS;23;18;52;"1,9";"40,4";"2,1";"43,3";"1,9";"2,057";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);299;FACULDADE DE JANDAIA DO SUL;4112108;JANDAIA DO SUL;PR;10;10;"51,9";"1,9";"32,8";"1,2";"37,5";"1,2";"1,389";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);319;UNIVERSIDADE CAMILO CASTELO BRANCO;3550308;SAO PAULO;SP;80;59;"51,3";"1,8";"39,3";2;"42,3";"1,8";"1,941";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3509502;CAMPINAS;SP;21;19;"67,6";"4,2";"52,5";"3,5";"56,3";"3,7";"3,695";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3547304;SANTANA DE PARNAIBA;SP;8;8;"50,1";"1,6";"53,6";"3,7";"52,7";"3,2";"3,137";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3548500;SANTOS;SP;15;15;"62,5";"3,4";"50,5";"3,3";"53,5";"3,3";"3,333";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3549904;SAO JOSE DOS CAMPOS;SP;11;11;"63,7";"3,6";"52,7";"3,6";"55,4";"3,6";"3,565";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3550308;SAO PAULO;SP;382;324;"61,9";"3,3";"47,1";"2,9";"50,8";3;"3,015";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3552205;SOROCABA;SP;23;19;"66,9";"4,1";"54,1";"3,7";"57,3";"3,8";"3,809";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);322;UNIVERSIDADE PAULISTA;5300108;BRASILIA;DF;26;25;"62,7";"3,4";"51,5";"3,4";"54,3";"3,4";"3,423";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;3106200;BELO HORIZONTE;MG;10;10;"71,9";"4,8";"54,1";"3,7";"58,6";4;"3,992";5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;3106200;BELO HORIZONTE;MG;28;27;"54,9";"2,3";"45,5";"2,7";"47,9";"2,6";"2,615";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;3550308;SAO PAULO;SP;19;19;"66,7";4;"56,7";4;"59,2";"4,1";"4,029";5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);375;UNIVERSIDADE DE SANTO AMARO;3550308;SAO PAULO;SP;21;19;"54,4";"2,2";"43,7";"2,5";"46,4";"2,4";"2,434";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;3550308;SAO PAULO;SP;71;27;"56,9";"2,6";"33,6";"1,3";"39,4";"1,4";"1,645";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);383;UNIVERSIDADE DA AMAZÔNIA;1501402;BELEM;PA;17;14;"56,1";"2,5";"45,7";"2,7";"48,3";"2,6";"2,677";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;5201108;ANAPOLIS;GO;2;2;"82,2";5;"52,1";"3,5";"59,6";"4,1";"3,858";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);385;UNIVERSIDADE SALVADOR;2927408;SALVADOR;BA;15;5;"64,6";"3,7";"34,4";"1,4";42;"1,8";2;3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);387;UNIVERSIDADE CATÓLICA DOM BOSCO;5002704;CAMPO GRANDE;MS;27;26;"61,7";"3,3";"41,4";"2,2";"46,5";"2,4";"2,511";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;5300108;BRASILIA;DF;14;4;"58,1";"2,8";"49,5";"3,2";"51,6";"3,1";"3,074";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;5300108;BRASILIA;DF;9;5;"48,6";"1,4";"40,5";"2,1";"42,5";"1,8";"1,942";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);409;UNIVERSIDADE DE PERNAMBUCO;2609501;NAZARE DA MATA;PE;163;147;"51,3";"1,8";"38,5";"1,9";"41,7";"1,7";"1,865";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);409;UNIVERSIDADE DE PERNAMBUCO;2611101;PETROLINA;PE;82;69;"46,4";1;"35,4";"1,5";"38,1";"1,3";"1,413";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);416;FACULDADE DE SÃO PAULO;3550308;SAO PAULO;SP;39;19;"52,7";2;"36,9";"1,7";"40,9";"1,6";"1,779";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);417;UNIVERSIDADE CIDADE DE SÃO PAULO;3550308;SAO PAULO;SP;280;176;57;"2,6";"40,4";"2,1";"44,5";"2,1";"2,242";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;4308508;FREDERICO WESTPHALEN;RS;2;0;;;;;;;;SC;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;4317509;SANTO ANGELO;RS;6;4;"60,5";"3,1";"37,4";"1,8";"43,2";"1,9";"2,109";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);426;CENTRO UNIVERSITÁRIO FRANCISCANO;4316907;SANTA MARIA;RS;6;5;"66,4";4;"41,8";"2,3";48;"2,6";"2,715";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);435;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA;3143906;MURIAE;MG;13;13;"61,8";"3,3";42;"2,3";47;"2,4";"2,564";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);441;UNIVERSIDADE DO CONTESTADO;4210100;MAFRA;SC;60;57;"55,6";"2,4";"41,7";"2,3";"45,2";"2,2";"2,307";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);446;UNIVERSIDADE DE CRUZ ALTA;4306106;CRUZ ALTA;RS;1;0;;;;;;;;SC;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);449;UNIVERSIDADE LUTERANA DO BRASIL;4304606;CANOAS;RS;15;14;"57,8";"2,7";"43,6";"2,5";"47,2";"2,5";"2,552";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);456;CENTRO UNIVERSITÁRIO SANT´ANNA;3550308;SAO PAULO;SP;49;36;"46,4";1;"33,9";"1,4";"37,1";"1,1";"1,288";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;3534401;OSASCO;SP;46;41;"58,5";"2,8";"37,3";"1,8";"42,6";"1,9";"2,029";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);458;UNIVERSIDADE IBIRAPUERA;3550308;SAO PAULO;SP;20;19;"47,6";"1,2";"28,8";"0,8";"33,5";"0,6";"0,88";1;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);468;"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA";3522307;ITAPETININGA;SP;23;20;"46,3";1;29;"0,8";"33,3";"0,6";"0,852";1;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);472;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;3301702;DUQUE DE CAXIAS;RJ;54;39;"55,7";"2,4";"40,7";"2,2";"44,5";"2,1";"2,223";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);474;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO;3304201;RESENDE;RJ;6;6;54;"2,2";"56,6";4;"55,9";"3,6";"3,542";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;4204608;CRICIUMA;SC;17;16;"52,2";"1,9";"53,9";"3,7";"53,5";"3,3";"3,248";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);483;CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO;3518800;GUARULHOS;SP;11;8;"56,2";"2,5";"39,5";2;"43,7";2;"2,136";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);491;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO;3518701;GUARUJA;SP;21;18;"57,4";"2,7";"39,9";"2,1";"44,2";"2,1";"2,212";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);494;UNIVERSIDADE DO SUL DE SANTA CATARINA;4218707;TUBARAO;SC;1;0;;;;;;;;SC;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);496;UNIVERSIDADE DE FRANCA;3516200;FRANCA;SP;45;36;"55,7";"2,4";"40,3";"2,1";"44,1";"2,1";"2,184";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);513;UNIVERSIDADE VALE DO RIO DOCE;3127701;GOVERNADOR VALADARES;MG;37;34;"56,5";"2,5";"37,1";"1,7";"41,9";"1,8";"1,935";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);515;CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI;3303302;NITEROI;RJ;22;21;"68,9";"4,4";"45,7";"2,7";"51,5";3;"3,149";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);519;UNIVERSIDADE CATÓLICA DO SALVADOR;2927408;SALVADOR;BA;23;15;52;"1,9";"38,7";"1,9";"42,1";"1,8";"1,912";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);526;UNIVERSIDADE BRAZ CUBAS;3530607;MOGI DAS CRUZES;SP;133;77;"53,3";"2,1";34;"1,4";"38,8";"1,4";"1,546";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;3;2;"63,9";"3,6";59;"4,3";"60,3";"4,2";"4,123";5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;3550308;SAO PAULO;SP;51;41;"55,7";"2,4";"51,8";"3,4";"52,8";"3,2";"3,191";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;3304904;SAO GONCALO;RJ;101;78;52;"1,9";"45,7";"2,7";"47,3";"2,5";"2,519";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);548;UNIVERSIDADE FEDERAL DO MARANHÃO;2111300;SAO LUIS;MA;68;38;"58,3";"2,8";"50,2";"3,3";"52,2";"3,1";"3,145";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);549;UNIVERSIDADE FEDERAL DO ACRE;1200203;CRUZEIRO DO SUL;AC;20;17;"49,8";"1,6";"37,6";"1,8";"40,7";"1,6";"1,739";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);550;UNIVERSIDADE ESTADUAL DA PARAÍBA;2506301;GUARABIRA;PB;52;35;"59,6";3;"38,9";2;"44,1";"2,1";"2,213";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2100600;AMARANTE DO MARANHAO;MA;22;22;47;"1,1";"28,5";"0,7";"33,1";"0,6";"0,836";1;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2101004;ARARI;MA;23;21;"58,1";"2,8";"38,3";"1,9";"43,2";"1,9";"2,097";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2101202;BACABAL;MA;9;9;"51,1";"1,7";"37,5";"1,8";"40,9";"1,6";"1,772";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2101400;BALSAS;MA;35;32;"55,2";"2,3";"38,5";"1,9";"42,7";"1,9";"2,007";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2101608;BARRA DO CORDA;MA;21;20;"50,9";"1,7";"32,4";"1,2";"37,1";"1,1";"1,322";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2101707;BARREIRINHAS;MA;17;17;"55,5";"2,4";"35,9";"1,6";"40,8";"1,6";"1,795";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2101905;BEQUIMAO;MA;30;28;"53,9";"2,1";"31,1";1;"36,8";"1,1";"1,316";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2102804;CAROLINA;MA;12;11;"50,1";"1,6";"33,2";"1,3";"37,4";"1,2";"1,363";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2103000;CAXIAS;MA;25;24;"48,1";"1,3";"34,3";"1,4";"37,7";"1,2";"1,381";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2103257;CIDELANDIA;MA;26;26;"54,6";"2,3";"32,1";"1,2";"37,8";"1,2";"1,434";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2103307;CODO;MA;15;15;"59,8";3;"35,5";"1,6";"41,6";"1,7";"1,924";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2103406;COELHO NETO;MA;31;30;"57,6";"2,7";"35,8";"1,6";"41,2";"1,7";"1,861";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2103703;CURURUPU;MA;26;25;"46,9";"1,1";"30,8";1;"34,8";"0,8";"1,032";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2104800;GRAJAU;MA;16;14;"52,5";"1,9";"28,9";"0,8";"34,8";"0,8";"1,075";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2105104;ICATU;MA;30;29;"51,6";"1,8";"34,6";"1,4";"38,9";"1,4";"1,539";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2105302;IMPERATRIZ;MA;32;22;"48,2";"1,3";"37,5";"1,8";"40,2";"1,5";"1,663";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2105708;LAGO DA PEDRA;MA;27;23;"47,4";"1,2";"27,2";"0,6";"32,3";"0,5";"0,739";1;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2106102;LORETO;MA;28;28;"45,1";"0,8";"29,1";"0,8";"33,1";"0,6";"0,818";1;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2106805;MIRINZAL;MA;21;18;"55,1";"2,3";35;"1,5";"40,1";"1,5";"1,706";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2108603;PINHEIRO;MA;21;20;"49,8";"1,5";"30,8";1;"35,6";"0,9";"1,143";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2109007;PORTO FRANCO;MA;28;26;"51,5";"1,8";"34,1";"1,4";"38,5";"1,3";"1,49";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2109601;ROSARIO;MA;30;26;"54,7";"2,3";"35,3";"1,5";"40,2";"1,5";"1,714";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2109908;SANTA INES;MA;109;85;"56,5";"2,5";"37,8";"1,8";"42,5";"1,8";"1,995";3;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2110500;SAO BENTO;MA;33;33;"52,9";2;"37,3";"1,8";"41,2";"1,7";"1,819";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2111508;SAO MATEUS DO MARANHAO;MA;23;23;"49,8";"1,5";"34,8";"1,5";"38,6";"1,3";"1,489";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);568;UNIVERSIDADE ESTADUAL DO MARANHÃO;2112803;VIANA;MA;32;32;"53,1";2;"34,2";"1,4";39;"1,4";"1,562";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);569;UNIVERSIDADE FEDERAL DO PARÁ;1500602;ALTAMIRA;PA;30;27;"51,9";"1,8";39;2;"42,2";"1,8";"1,934";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;2408102;NATAL;RN;19;19;"68,7";"4,4";"59,9";"4,4";"62,1";"4,5";"4,379";5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);571;UNIVERSIDADE FEDERAL DO PARANÁ;4106902;CURITIBA;PR;5;4;"78,8";5;"68,7";5;"71,2";5;5;5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);572;UNIVERSIDADE FEDERAL FLUMINENSE;3303302;NITEROI;RJ;20;9;"58,7";"2,9";"50,4";"3,3";"52,5";"3,2";"3,179";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;3305554;SEROPEDICA;RJ;29;25;"60,9";"3,2";"53,7";"3,7";"55,5";"3,6";"3,552";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;4314902;PORTO ALEGRE;RS;28;25;"72,6";"4,9";"51,3";"3,4";"56,7";"3,7";"3,776";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);582;UNIVERSIDADE FEDERAL DE SANTA MARIA;4316907;SANTA MARIA;RS;24;22;"56,7";"2,6";"55,7";"3,9";56;"3,6";"3,571";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);583;UNIVERSIDADE FEDERAL DO CEARÁ;2304400;FORTALEZA;CE;31;27;"65,8";"3,9";57;"4,1";"59,2";"4,1";"4,017";5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);584;UNIVERSIDADE FEDERAL DE GOIÁS;5205109;CATALAO;GO;16;13;"43,9";"0,7";38;"1,8";"39,5";"1,4";"1,548";2;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;44;40;"64,1";"3,7";"58,8";"4,3";"60,1";"4,2";"4,11";5;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;2606002;GARANHUNS;PE;28;26;"61,6";"3,3";"48,6";"3,1";"51,9";"3,1";"3,132";4;
2014;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;2613909;SERRA TALHADA;PE;26;22;"61,3";"3,2";"46,8";"2,9";"50,4";"2,9";"2,96";4;
